Start (s),End (s),Scientific name,Common name,Confidence,origial
9.0,12.0,Garrulus glandarius,Eurasian Jay,0.98958313,datasets\EurasianJay\501517.mp3
12.0,15.0,Garrulus glandarius,Eurasian Jay,0.9929414,datasets\EurasianJay\501517.mp3
15.0,18.0,Garrulus glandarius,Eurasian Jay,0.99719906,datasets\EurasianJay\501517.mp3
18.0,21.0,Garrulus glandarius,Eurasian Jay,0.9969664,datasets\EurasianJay\501517.mp3
21.0,24.0,Garrulus glandarius,Eurasian Jay,0.9973195,datasets\EurasianJay\501517.mp3
24.0,27.0,Garrulus glandarius,Eurasian Jay,0.98344857,datasets\EurasianJay\501517.mp3
27.0,30.0,Garrulus glandarius,Eurasian Jay,0.98682886,datasets\EurasianJay\501517.mp3
30.0,33.0,Garrulus glandarius,Eurasian Jay,0.99415016,datasets\EurasianJay\501517.mp3
0.0,3.0,Pica pica,Eurasian Magpie,0.93992007,datasets\EurasianMagpie\512425.mp3
3.0,6.0,Alcedo atthis,Common Kingfisher,0.33112565,datasets\EurasianMagpie\512425.mp3
6.0,9.0,Accipiter gentilis,Northern Goshawk,0.65491366,datasets\EurasianMagpie\512425.mp3
6.0,9.0,Corvus monedula,Eurasian Jackdaw,0.10936496,datasets\EurasianMagpie\512425.mp3
9.0,12.0,Garrulus glandarius,Eurasian Jay,0.1555357,datasets\EurasianMagpie\512425.mp3
12.0,15.0,Pica pica,Eurasian Magpie,0.38809174,datasets\EurasianMagpie\512425.mp3
12.0,15.0,Garrulus glandarius,Eurasian Jay,0.11605614,datasets\EurasianMagpie\512425.mp3
0.0,3.0,Pica pica,Eurasian Magpie,0.989884,datasets\EurasianMagpie\320837.mp3
3.0,6.0,Garrulus glandarius,Eurasian Jay,0.14018977,datasets\EurasianMagpie\320837.mp3
3.0,6.0,Corvus monedula,Eurasian Jackdaw,0.116438024,datasets\EurasianMagpie\320837.mp3
3.0,6.0,Pica pica,Eurasian Magpie,0.10641426,datasets\EurasianMagpie\320837.mp3
6.0,9.0,Pica pica,Eurasian Magpie,0.9917258,datasets\EurasianMagpie\320837.mp3
9.0,12.0,Pica pica,Eurasian Magpie,0.99621385,datasets\EurasianMagpie\320837.mp3
12.0,15.0,Pica pica,Eurasian Magpie,0.9936335,datasets\EurasianMagpie\320837.mp3
15.0,18.0,Pica pica,Eurasian Magpie,0.9923915,datasets\EurasianMagpie\320837.mp3
18.0,21.0,Pica pica,Eurasian Magpie,0.99023974,datasets\EurasianMagpie\320837.mp3
21.0,24.0,Pica pica,Eurasian Magpie,0.9982492,datasets\EurasianMagpie\320837.mp3
24.0,27.0,Pica pica,Eurasian Magpie,0.9896298,datasets\EurasianMagpie\320837.mp3
27.0,30.0,Pica pica,Eurasian Magpie,0.9968239,datasets\EurasianMagpie\320837.mp3
30.0,33.0,Pica pica,Eurasian Magpie,0.99067724,datasets\EurasianMagpie\320837.mp3
33.0,36.0,Pica pica,Eurasian Magpie,0.9980337,datasets\EurasianMagpie\320837.mp3
3.0,6.0,Corvus corone,Carrion Crow,0.89474314,datasets\CarrionCrow\741368.mp3
3.0,6.0,Corvus cornix,Hooded Crow,0.4454929,datasets\CarrionCrow\741368.mp3
6.0,9.0,Corvus corone,Carrion Crow,0.8692571,datasets\CarrionCrow\741368.mp3
6.0,9.0,Corvus cornix,Hooded Crow,0.73964536,datasets\CarrionCrow\741368.mp3
9.0,12.0,Phylloscopus sibilatrix,Wood Warbler,0.19469048,datasets\CarrionCrow\741368.mp3
12.0,15.0,Corvus corone,Carrion Crow,0.5932599,datasets\CarrionCrow\741368.mp3
12.0,15.0,Corvus cornix,Hooded Crow,0.21657245,datasets\CarrionCrow\741368.mp3
15.0,18.0,Corvus corone,Carrion Crow,0.84010154,datasets\CarrionCrow\741368.mp3
15.0,18.0,Corvus cornix,Hooded Crow,0.28215238,datasets\CarrionCrow\741368.mp3
0.0,3.0,Corvus corone,Carrion Crow,0.73943216,datasets\CarrionCrow\501626.mp3
0.0,3.0,Corvus cornix,Hooded Crow,0.3886246,datasets\CarrionCrow\501626.mp3
3.0,6.0,Chroicocephalus ridibundus,Black-headed Gull,0.12998782,datasets\CarrionCrow\501626.mp3
6.0,9.0,Corvus corone,Carrion Crow,0.8750485,datasets\CarrionCrow\501626.mp3
6.0,9.0,Corvus cornix,Hooded Crow,0.41521597,datasets\CarrionCrow\501626.mp3
12.0,15.0,Corvus corone,Carrion Crow,0.8825619,datasets\CarrionCrow\501626.mp3
12.0,15.0,Corvus cornix,Hooded Crow,0.3234777,datasets\CarrionCrow\501626.mp3
15.0,18.0,Corvus corone,Carrion Crow,0.8949311,datasets\CarrionCrow\501626.mp3
15.0,18.0,Corvus cornix,Hooded Crow,0.7369815,datasets\CarrionCrow\501626.mp3
18.0,21.0,Corvus corone,Carrion Crow,0.77836806,datasets\CarrionCrow\501626.mp3
18.0,21.0,Corvus cornix,Hooded Crow,0.26740447,datasets\CarrionCrow\501626.mp3
21.0,24.0,Corvus corone,Carrion Crow,0.65701455,datasets\CarrionCrow\501626.mp3
21.0,24.0,Corvus cornix,Hooded Crow,0.3455417,datasets\CarrionCrow\501626.mp3
24.0,27.0,Corvus corone,Carrion Crow,0.61386824,datasets\CarrionCrow\501626.mp3
24.0,27.0,Corvus cornix,Hooded Crow,0.17160624,datasets\CarrionCrow\501626.mp3
27.0,30.0,Corvus corone,Carrion Crow,0.809118,datasets\CarrionCrow\501626.mp3
27.0,30.0,Corvus cornix,Hooded Crow,0.49479163,datasets\CarrionCrow\501626.mp3
30.0,33.0,Corvus corone,Carrion Crow,0.72186524,datasets\CarrionCrow\501626.mp3
30.0,33.0,Corvus cornix,Hooded Crow,0.27735776,datasets\CarrionCrow\501626.mp3
33.0,36.0,Corvus corone,Carrion Crow,0.7227299,datasets\CarrionCrow\501626.mp3
33.0,36.0,Corvus cornix,Hooded Crow,0.34460625,datasets\CarrionCrow\501626.mp3
36.0,39.0,Corvus corone,Carrion Crow,0.79173964,datasets\CarrionCrow\501626.mp3
36.0,39.0,Corvus cornix,Hooded Crow,0.38248837,datasets\CarrionCrow\501626.mp3
39.0,42.0,Corvus corone,Carrion Crow,0.63529027,datasets\CarrionCrow\501626.mp3
39.0,42.0,Corvus cornix,Hooded Crow,0.33772185,datasets\CarrionCrow\501626.mp3
42.0,45.0,Corvus corone,Carrion Crow,0.7221592,datasets\CarrionCrow\501626.mp3
42.0,45.0,Corvus cornix,Hooded Crow,0.30230966,datasets\CarrionCrow\501626.mp3
45.0,48.0,Corvus corone,Carrion Crow,0.614893,datasets\CarrionCrow\501626.mp3
45.0,48.0,Corvus cornix,Hooded Crow,0.31580564,datasets\CarrionCrow\501626.mp3
48.0,51.0,Corvus corone,Carrion Crow,0.6418376,datasets\CarrionCrow\501626.mp3
48.0,51.0,Corvus cornix,Hooded Crow,0.38702554,datasets\CarrionCrow\501626.mp3
51.0,54.0,Corvus corone,Carrion Crow,0.7149272,datasets\CarrionCrow\501626.mp3
51.0,54.0,Corvus cornix,Hooded Crow,0.42410558,datasets\CarrionCrow\501626.mp3
54.0,57.0,Corvus corone,Carrion Crow,0.8177204,datasets\CarrionCrow\501626.mp3
54.0,57.0,Corvus cornix,Hooded Crow,0.23148502,datasets\CarrionCrow\501626.mp3
57.0,60.0,Corvus corone,Carrion Crow,0.74664706,datasets\CarrionCrow\501626.mp3
57.0,60.0,Corvus cornix,Hooded Crow,0.33039716,datasets\CarrionCrow\501626.mp3
0.0,3.0,Corvus corone,Carrion Crow,0.82032716,datasets\CarrionCrow\381282.mp3
0.0,3.0,Corvus cornix,Hooded Crow,0.3514849,datasets\CarrionCrow\381282.mp3
3.0,6.0,Corvus corone,Carrion Crow,0.7804065,datasets\CarrionCrow\381282.mp3
3.0,6.0,Corvus cornix,Hooded Crow,0.2425461,datasets\CarrionCrow\381282.mp3
6.0,9.0,Phylloscopus sibilatrix,Wood Warbler,0.11602693,datasets\CarrionCrow\381282.mp3
18.0,21.0,Chloris chloris,European Greenfinch,0.17037266,datasets\CarrionCrow\381282.mp3
21.0,24.0,Corvus corone,Carrion Crow,0.7993714,datasets\CarrionCrow\381282.mp3
21.0,24.0,Corvus cornix,Hooded Crow,0.24820535,datasets\CarrionCrow\381282.mp3
24.0,27.0,Oriolus oriolus,Eurasian Golden Oriole,0.11906294,datasets\CarrionCrow\381282.mp3
0.0,3.0,Columba palumbus,Common Wood-Pigeon,0.8801757,datasets\CarrionCrow\379499.mp3
3.0,6.0,Columba palumbus,Common Wood-Pigeon,0.9236667,datasets\CarrionCrow\379499.mp3
6.0,9.0,Corvus corone,Carrion Crow,0.69507724,datasets\CarrionCrow\379499.mp3
9.0,12.0,Corvus corone,Carrion Crow,0.8422205,datasets\CarrionCrow\379499.mp3
9.0,12.0,Corvus cornix,Hooded Crow,0.27860317,datasets\CarrionCrow\379499.mp3
12.0,15.0,Columba palumbus,Common Wood-Pigeon,0.17908269,datasets\CarrionCrow\379499.mp3
21.0,24.0,Turdus viscivorus,Mistle Thrush,0.24036302,datasets\CarrionCrow\379499.mp3
24.0,27.0,Corvus corone,Carrion Crow,0.6721663,datasets\CarrionCrow\379499.mp3
27.0,30.0,Corvus corone,Carrion Crow,0.85774755,datasets\CarrionCrow\379499.mp3
27.0,30.0,Corvus cornix,Hooded Crow,0.34609497,datasets\CarrionCrow\379499.mp3
0.0,3.0,Parus major,Great Tit,0.15779476,datasets\NorthernRaven\710257.mp3
3.0,6.0,Corvus corax,Common Raven,0.109255485,datasets\NorthernRaven\710257.mp3
6.0,9.0,Corvus corax,Common Raven,0.38531628,datasets\NorthernRaven\710257.mp3
12.0,15.0,Corvus corax,Common Raven,0.8893383,datasets\NorthernRaven\710257.mp3
12.0,15.0,Phylloscopus collybita,Common Chiffchaff,0.12928748,datasets\NorthernRaven\710257.mp3
18.0,21.0,Phylloscopus collybita,Common Chiffchaff,0.65918,datasets\NorthernRaven\710257.mp3
21.0,24.0,Phylloscopus collybita,Common Chiffchaff,0.4795671,datasets\NorthernRaven\710257.mp3
27.0,30.0,Parus major,Great Tit,0.11219328,datasets\NorthernRaven\710257.mp3
30.0,33.0,Phylloscopus collybita,Common Chiffchaff,0.48696268,datasets\NorthernRaven\710257.mp3
33.0,36.0,Phylloscopus collybita,Common Chiffchaff,0.30308124,datasets\NorthernRaven\710257.mp3
0.0,3.0,Corvus corax,Common Raven,0.9957034,datasets\NorthernRaven\691439.mp3
3.0,6.0,Anthus pratensis,Meadow Pipit,0.78876454,datasets\NorthernRaven\691439.mp3
3.0,6.0,Corvus corax,Common Raven,0.35366046,datasets\NorthernRaven\691439.mp3
3.0,6.0,Anthus spinoletta,Water Pipit,0.10553286,datasets\NorthernRaven\691439.mp3
6.0,9.0,Corvus corax,Common Raven,0.9075137,datasets\NorthernRaven\691439.mp3
0.0,3.0,Motacilla cinerea,Gray Wagtail,0.26019645,datasets\BohemianWaxwing\400915.mp3
3.0,6.0,Certhia familiaris,Eurasian Treecreeper,0.13595007,datasets\BohemianWaxwing\400915.mp3
3.0,6.0,Cyanistes caeruleus,Eurasian Blue Tit,0.10189139,datasets\BohemianWaxwing\400915.mp3
6.0,9.0,Regulus ignicapilla,Common Firecrest,0.11640482,datasets\BohemianWaxwing\400915.mp3
12.0,15.0,Regulus regulus,Goldcrest,0.14839444,datasets\BohemianWaxwing\400915.mp3
15.0,18.0,Regulus regulus,Goldcrest,0.31099072,datasets\BohemianWaxwing\400915.mp3
15.0,18.0,Regulus ignicapilla,Common Firecrest,0.1934142,datasets\BohemianWaxwing\400915.mp3
21.0,24.0,Regulus ignicapilla,Common Firecrest,0.28468776,datasets\BohemianWaxwing\400915.mp3
0.0,3.0,Periparus ater,Coal Tit,0.9863538,datasets\CoalTit\646073.mp3
0.0,3.0,Certhia brachydactyla,Short-toed Treecreeper,0.17208351,datasets\CoalTit\646073.mp3
3.0,6.0,Phylloscopus sibilatrix,Wood Warbler,0.11893243,datasets\CoalTit\646073.mp3
3.0,6.0,Certhia familiaris,Eurasian Treecreeper,0.11422402,datasets\CoalTit\646073.mp3
6.0,9.0,Periparus ater,Coal Tit,0.9542113,datasets\CoalTit\646073.mp3
9.0,12.0,Phylloscopus sibilatrix,Wood Warbler,0.18278177,datasets\CoalTit\646073.mp3
12.0,15.0,Periparus ater,Coal Tit,0.87414104,datasets\CoalTit\646073.mp3
15.0,18.0,Cyanistes caeruleus,Eurasian Blue Tit,0.46718258,datasets\CoalTit\646073.mp3
15.0,18.0,Parus major,Great Tit,0.24896935,datasets\CoalTit\646073.mp3
18.0,21.0,Certhia brachydactyla,Short-toed Treecreeper,0.1856242,datasets\CoalTit\646073.mp3
18.0,21.0,Periparus ater,Coal Tit,0.13303678,datasets\CoalTit\646073.mp3
21.0,24.0,Periparus ater,Coal Tit,0.81979537,datasets\CoalTit\646073.mp3
21.0,24.0,Certhia familiaris,Eurasian Treecreeper,0.11762141,datasets\CoalTit\646073.mp3
0.0,3.0,Periparus ater,Coal Tit,0.7513061,datasets\CoalTit\753302.mp3
3.0,6.0,Periparus ater,Coal Tit,0.5111739,datasets\CoalTit\753302.mp3
6.0,9.0,Periparus ater,Coal Tit,0.54238147,datasets\CoalTit\753302.mp3
9.0,12.0,Periparus ater,Coal Tit,0.7399106,datasets\CoalTit\753302.mp3
12.0,15.0,Periparus ater,Coal Tit,0.5636718,datasets\CoalTit\753302.mp3
15.0,18.0,Periparus ater,Coal Tit,0.9469309,datasets\CoalTit\753302.mp3
18.0,21.0,Periparus ater,Coal Tit,0.9873403,datasets\CoalTit\753302.mp3
0.0,3.0,Periparus ater,Coal Tit,0.99273735,datasets\CoalTit\741380.mp3
3.0,6.0,Troglodytes troglodytes,Eurasian Wren,0.2147878,datasets\CoalTit\741380.mp3
6.0,9.0,Periparus ater,Coal Tit,0.9912839,datasets\CoalTit\741380.mp3
9.0,12.0,Periparus ater,Coal Tit,0.11031171,datasets\CoalTit\741380.mp3
12.0,15.0,Periparus ater,Coal Tit,0.6349618,datasets\CoalTit\741380.mp3
15.0,18.0,Periparus ater,Coal Tit,0.34697723,datasets\CoalTit\741380.mp3
15.0,18.0,Certhia familiaris,Eurasian Treecreeper,0.17810889,datasets\CoalTit\741380.mp3
18.0,21.0,Periparus ater,Coal Tit,0.9656632,datasets\CoalTit\741380.mp3
21.0,24.0,Periparus ater,Coal Tit,0.7927106,datasets\CoalTit\741380.mp3
0.0,3.0,Periparus ater,Coal Tit,0.69714034,datasets\CoalTit\678058.mp3
3.0,6.0,Periparus ater,Coal Tit,0.92829704,datasets\CoalTit\678058.mp3
6.0,9.0,Periparus ater,Coal Tit,0.71436095,datasets\CoalTit\678058.mp3
9.0,12.0,Periparus ater,Coal Tit,0.512264,datasets\CoalTit\678058.mp3
12.0,15.0,Periparus ater,Coal Tit,0.8191878,datasets\CoalTit\678058.mp3
15.0,18.0,Periparus ater,Coal Tit,0.96463037,datasets\CoalTit\678058.mp3
18.0,21.0,Periparus ater,Coal Tit,0.9995609,datasets\CoalTit\678058.mp3
21.0,24.0,Periparus ater,Coal Tit,0.946167,datasets\CoalTit\678058.mp3
24.0,27.0,Periparus ater,Coal Tit,0.9616633,datasets\CoalTit\678058.mp3
27.0,30.0,Periparus ater,Coal Tit,0.986007,datasets\CoalTit\678058.mp3
30.0,33.0,Periparus ater,Coal Tit,0.642155,datasets\CoalTit\678058.mp3
33.0,36.0,Periparus ater,Coal Tit,0.68555593,datasets\CoalTit\678058.mp3
33.0,36.0,Poecile palustris,Marsh Tit,0.18263914,datasets\CoalTit\678058.mp3
33.0,36.0,Phylloscopus collybita,Common Chiffchaff,0.11888365,datasets\CoalTit\678058.mp3
39.0,42.0,Periparus ater,Coal Tit,0.9753794,datasets\CoalTit\678058.mp3
42.0,45.0,Periparus ater,Coal Tit,0.979179,datasets\CoalTit\678058.mp3
45.0,48.0,Periparus ater,Coal Tit,0.51208454,datasets\CoalTit\678058.mp3
48.0,51.0,Periparus ater,Coal Tit,0.9188382,datasets\CoalTit\678058.mp3
51.0,54.0,Periparus ater,Coal Tit,0.9851639,datasets\CoalTit\678058.mp3
51.0,54.0,Poecile palustris,Marsh Tit,0.110283956,datasets\CoalTit\678058.mp3
54.0,57.0,Periparus ater,Coal Tit,0.8464227,datasets\CoalTit\678058.mp3
57.0,60.0,Periparus ater,Coal Tit,0.874202,datasets\CoalTit\678058.mp3
57.0,60.0,Poecile palustris,Marsh Tit,0.12985255,datasets\CoalTit\678058.mp3
60.0,63.0,Periparus ater,Coal Tit,0.7832586,datasets\CoalTit\678058.mp3
63.0,66.0,Periparus ater,Coal Tit,0.95610845,datasets\CoalTit\678058.mp3
66.0,69.0,Periparus ater,Coal Tit,0.8886979,datasets\CoalTit\678058.mp3
66.0,69.0,Poecile palustris,Marsh Tit,0.19995877,datasets\CoalTit\678058.mp3
0.0,3.0,Periparus ater,Coal Tit,0.9117117,datasets\CoalTit\452981.mp3
3.0,6.0,Periparus ater,Coal Tit,0.8752592,datasets\CoalTit\452981.mp3
6.0,9.0,Periparus ater,Coal Tit,0.8764572,datasets\CoalTit\452981.mp3
9.0,12.0,Periparus ater,Coal Tit,0.8752468,datasets\CoalTit\452981.mp3
12.0,15.0,Periparus ater,Coal Tit,0.6122398,datasets\CoalTit\452981.mp3
15.0,18.0,Periparus ater,Coal Tit,0.84094346,datasets\CoalTit\452981.mp3
18.0,21.0,Periparus ater,Coal Tit,0.93830585,datasets\CoalTit\452981.mp3
0.0,3.0,Periparus ater,Coal Tit,0.99260384,datasets\CoalTit\378720.mp3
3.0,6.0,Periparus ater,Coal Tit,0.9964156,datasets\CoalTit\378720.mp3
6.0,9.0,Periparus ater,Coal Tit,0.97894627,datasets\CoalTit\378720.mp3
9.0,12.0,Periparus ater,Coal Tit,0.9988172,datasets\CoalTit\378720.mp3
0.0,3.0,Lophophanes cristatus,Crested Tit,0.99913776,datasets\EuropeanCrestedTit\451168.mp3
3.0,6.0,Lophophanes cristatus,Crested Tit,0.728965,datasets\EuropeanCrestedTit\451168.mp3
6.0,9.0,Lophophanes cristatus,Crested Tit,0.99664235,datasets\EuropeanCrestedTit\451168.mp3
6.0,9.0,Luscinia svecica,Bluethroat,0.2026482,datasets\EuropeanCrestedTit\451168.mp3
9.0,12.0,Lophophanes cristatus,Crested Tit,0.9363937,datasets\EuropeanCrestedTit\451168.mp3
12.0,15.0,Lophophanes cristatus,Crested Tit,0.9526924,datasets\EuropeanCrestedTit\451168.mp3
12.0,15.0,Luscinia svecica,Bluethroat,0.10272357,datasets\EuropeanCrestedTit\451168.mp3
15.0,18.0,Lophophanes cristatus,Crested Tit,0.999476,datasets\EuropeanCrestedTit\451168.mp3
18.0,21.0,Lophophanes cristatus,Crested Tit,0.99816483,datasets\EuropeanCrestedTit\451168.mp3
21.0,24.0,Lophophanes cristatus,Crested Tit,0.99300414,datasets\EuropeanCrestedTit\451168.mp3
24.0,27.0,Lophophanes cristatus,Crested Tit,0.9949839,datasets\EuropeanCrestedTit\451168.mp3
27.0,30.0,Lophophanes cristatus,Crested Tit,0.9971871,datasets\EuropeanCrestedTit\451168.mp3
30.0,33.0,Lophophanes cristatus,Crested Tit,0.9984957,datasets\EuropeanCrestedTit\451168.mp3
33.0,36.0,Lophophanes cristatus,Crested Tit,0.99406475,datasets\EuropeanCrestedTit\451168.mp3
33.0,36.0,Luscinia svecica,Bluethroat,0.32478607,datasets\EuropeanCrestedTit\451168.mp3
36.0,39.0,Lophophanes cristatus,Crested Tit,0.9959692,datasets\EuropeanCrestedTit\451168.mp3
39.0,42.0,Lophophanes cristatus,Crested Tit,0.9994456,datasets\EuropeanCrestedTit\451168.mp3
42.0,45.0,Lophophanes cristatus,Crested Tit,0.99930835,datasets\EuropeanCrestedTit\451168.mp3
42.0,45.0,Luscinia svecica,Bluethroat,0.11780718,datasets\EuropeanCrestedTit\451168.mp3
45.0,48.0,Lophophanes cristatus,Crested Tit,0.92547643,datasets\EuropeanCrestedTit\451168.mp3
45.0,48.0,Luscinia svecica,Bluethroat,0.22326264,datasets\EuropeanCrestedTit\451168.mp3
3.0,6.0,Prunella modularis,Dunnock,0.56224203,datasets\EuropeanCrestedTit\380214.mp3
6.0,9.0,Lophophanes cristatus,Crested Tit,0.17118135,datasets\EuropeanCrestedTit\380214.mp3
9.0,12.0,Lophophanes cristatus,Crested Tit,0.9891706,datasets\EuropeanCrestedTit\380214.mp3
12.0,15.0,Parus major,Great Tit,0.43054864,datasets\EuropeanCrestedTit\380214.mp3
12.0,15.0,Cyanistes caeruleus,Eurasian Blue Tit,0.2854433,datasets\EuropeanCrestedTit\380214.mp3
15.0,18.0,Aegithalos caudatus,Long-tailed Tit,0.394152,datasets\EuropeanCrestedTit\380214.mp3
15.0,18.0,Cyanistes caeruleus,Eurasian Blue Tit,0.12927239,datasets\EuropeanCrestedTit\380214.mp3
21.0,24.0,Lophophanes cristatus,Crested Tit,0.13541941,datasets\EuropeanCrestedTit\380214.mp3
0.0,3.0,Lophophanes cristatus,Crested Tit,0.9998423,datasets\EuropeanCrestedTit\378723.mp3
3.0,6.0,Lophophanes cristatus,Crested Tit,0.99440235,datasets\EuropeanCrestedTit\378723.mp3
6.0,9.0,Lophophanes cristatus,Crested Tit,0.9997156,datasets\EuropeanCrestedTit\378723.mp3
9.0,12.0,Lophophanes cristatus,Crested Tit,0.9993957,datasets\EuropeanCrestedTit\378723.mp3
0.0,3.0,Poecile palustris,Marsh Tit,0.997603,datasets\MarshTit\534291.mp3
3.0,6.0,Columba palumbus,Common Wood-Pigeon,0.32296562,datasets\MarshTit\534291.mp3
9.0,12.0,Poecile palustris,Marsh Tit,0.996326,datasets\MarshTit\534291.mp3
12.0,15.0,Poecile palustris,Marsh Tit,0.985754,datasets\MarshTit\534291.mp3
12.0,15.0,Parus major,Great Tit,0.10785042,datasets\MarshTit\534291.mp3
15.0,18.0,Poecile palustris,Marsh Tit,0.17702241,datasets\MarshTit\534291.mp3
0.0,3.0,Poecile palustris,Marsh Tit,0.19920415,datasets\MarshTit\474515.mp3
3.0,6.0,Phylloscopus sibilatrix,Wood Warbler,0.114175335,datasets\MarshTit\474515.mp3
9.0,12.0,Sylvia borin,Garden Warbler,0.23272654,datasets\MarshTit\474515.mp3
24.0,27.0,Poecile palustris,Marsh Tit,0.51607764,datasets\MarshTit\474515.mp3
30.0,33.0,Phylloscopus sibilatrix,Wood Warbler,0.13795115,datasets\MarshTit\474515.mp3
33.0,36.0,Poecile palustris,Marsh Tit,0.16324575,datasets\MarshTit\474515.mp3
36.0,39.0,Phylloscopus sibilatrix,Wood Warbler,0.3431709,datasets\MarshTit\474515.mp3
45.0,48.0,Poecile palustris,Marsh Tit,0.43239748,datasets\MarshTit\474515.mp3
48.0,51.0,Phylloscopus sibilatrix,Wood Warbler,0.18738051,datasets\MarshTit\474515.mp3
51.0,54.0,Poecile palustris,Marsh Tit,0.50692815,datasets\MarshTit\474515.mp3
54.0,57.0,Poecile palustris,Marsh Tit,0.70326483,datasets\MarshTit\474515.mp3
54.0,57.0,Periparus ater,Coal Tit,0.40551507,datasets\MarshTit\474515.mp3
69.0,72.0,Poecile palustris,Marsh Tit,0.85419583,datasets\MarshTit\474515.mp3
72.0,75.0,Poecile palustris,Marsh Tit,0.94847053,datasets\MarshTit\474515.mp3
75.0,78.0,Poecile palustris,Marsh Tit,0.98473907,datasets\MarshTit\474515.mp3
78.0,81.0,Poecile palustris,Marsh Tit,0.78497326,datasets\MarshTit\474515.mp3
84.0,87.0,Poecile palustris,Marsh Tit,0.8944838,datasets\MarshTit\474515.mp3
84.0,87.0,Periparus ater,Coal Tit,0.14500487,datasets\MarshTit\474515.mp3
93.0,96.0,Poecile palustris,Marsh Tit,0.83181787,datasets\MarshTit\474515.mp3
93.0,96.0,Periparus ater,Coal Tit,0.128539,datasets\MarshTit\474515.mp3
99.0,102.0,Poecile palustris,Marsh Tit,0.9187711,datasets\MarshTit\474515.mp3
99.0,102.0,Periparus ater,Coal Tit,0.15712234,datasets\MarshTit\474515.mp3
0.0,3.0,Poecile palustris,Marsh Tit,0.97959006,datasets\MarshTit\363837.mp3
0.0,3.0,Cyanistes caeruleus,Eurasian Blue Tit,0.17758769,datasets\MarshTit\363837.mp3
3.0,6.0,Poecile palustris,Marsh Tit,0.9849304,datasets\MarshTit\363837.mp3
0.0,3.0,Poecile palustris,Marsh Tit,0.99956685,datasets\MarshTit\864615.mp3
0.0,3.0,Anthus trivialis,Tree Pipit,0.1545635,datasets\MarshTit\864615.mp3
3.0,6.0,Poecile palustris,Marsh Tit,0.3295828,datasets\MarshTit\864615.mp3
3.0,6.0,Aegithalos caudatus,Long-tailed Tit,0.14091006,datasets\MarshTit\864615.mp3
6.0,9.0,Poecile palustris,Marsh Tit,0.99969053,datasets\MarshTit\864615.mp3
9.0,12.0,Poecile palustris,Marsh Tit,0.115809165,datasets\MarshTit\864615.mp3
12.0,15.0,Poecile palustris,Marsh Tit,0.99954504,datasets\MarshTit\864615.mp3
12.0,15.0,Anthus trivialis,Tree Pipit,0.11400237,datasets\MarshTit\864615.mp3
15.0,18.0,Poecile palustris,Marsh Tit,0.99976665,datasets\MarshTit\864615.mp3
